"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"ADENOR LUIZ SIMOES COELHO","ADENOR SIMÕES",6,1
"ADERMINDO PEREIRA DOS REIS","ADERMINDO DESPACHANTE",5,1
"ADICIO DIAS SOARES","ADILSON DA VALE VERDE",6,1
"AELTON JOSE DE FREITAS","AELTON FREITAS",8,1
"AFFONSO RICALDONI JUNIOR","AFFONSO RICALDONI JUNIOR",8,1
"AGNALDO CORREA DA SILVA","CONTADOR AGNALDO CÔRREA",8,1
"AGILIO MONTEIRO FILHO","AGILIO MONTEIRO",8,1
"AILTON EUSTAQUIO VIDOTTI","VIDOTTI",3,1
"ALAN VINICIUS JORGE","ALAN VINICIUS",4,1
"ALBANO FONSECA HENRIQUES FELIPPE","ALBANO FELIPPE",8,1
"ALCINDOR RIBEIRO DAMASCENO","BISPO DAMASCENO",8,1
"ALESSANDRO MARQUES","ALESSANDRO",4,1
"ALEXANDRE GERALDO DE SOUZA","ALEXANDRE DO BARREIRO",4,1
"ALEXANDRE MAIA LEMOS","ALEXANDRE MAIA",8,1
"ALEXANDRE SILVEIRA DE OLIVEIRA","ALEXANDRE SILVEIRA",8,1
"ALEXANDRO DE SOUZA","ALEXANDRO SOUZA",8,1
"ALFREDO JOSE LEITE GUIMARAES","ALFREDO",6,1
"ALOISIO ANTONIO ALVES DE OLIVEIRA","SABONETE",8,1
"ALVARO ALVES PINTO","ALVINHO",3,1
"ANA MARIA QUINTANS GUERRA DE OLIVEIRA","ANA GUERRA",8,1
"ANDERSON NOGUEIRA VIDAL","ANDERSON VIDAL",8,1
"ANDERSON RODRIGUES DE SOUZA","SARGENTO ANDERSON",6,1
"ANDRE LUIZ NASCIMENTO VILELA","ANDRÉ VILELA",6,1
"ANDREIA UMBELINA DE SOUZA","ANDRÉIA DE SOUZA",8,1
"ANTONIO CARLOS DE MORAIS","PASTOR ANTONIO CARLOS",7,1
"ANTONIO CARLOS RAMOS PEREIRA","CARLÃO",8,1
"ANTONIO EUSTAQUIO ANDRADE FERREIRA","ANTONIO ANDRADE",8,1
"ANTONIO RODRIGUES TOSTA","TIBOCA",4,1
"ANTONIO VITO DA SILVA","TONINHO PÉ QUENTE",4,1
"ANTONIO ALVES DOS SANTOS","ANTÔNIO ALVES",6,1
"ANTONIO BARNABE DE OLIVEIRA","BARNABÉ TONINHO BARNABÉ",6,1
"ANTONIO BENEVENUTO DO AMARAL","ANTÔNIO AMARAL",4,1
"ANTONIO CARLOS SILVA NUNES","TONY CARLOS",8,1
"ANTONIO EPAMINONDAS DE ARAUJO","EPA ARAUJO",3,1
"ANTONIO EUSTAQUIO VIEIRA","TONHÃO",6,1
"ANTONIO FRANCISCO DE OLIVEIRA FILHO","TONYPLAY KUBITSCHEK REI D GADO",8,1
"ANTONIO GARCIA SOBRINHO","ANTÔNIO GARCIA",4,1
"ANTONIO HELVECIO MATEUS","ANTÔNIO HELVÉCIO",8,1
"ANTONIO JOSE DA SILVA","ANTÔNIO HULK",7,1
"ANTONIO JOAO DE SOUZA","DIEGUITO JEGUITO",3,1
"ANTONIO MARCOS DO NASCIMENTO","MARQUINHO DO MOTO TAXI",7,1
"ANTONIO PEDRO DA SILVA","TONINHO REAL",3,1
"ANTONIO ROBERTO SOARES","ANTÔNIO ROBERTO",8,1
"ANTONIO RODRIGUES CALDEIRA","ANTÔNIO CALDEIRAS",6,1
"APARECIDA NATALIA FERREIRA","NATALIA",6,1
"ARACELY DE PAULA","ARACELY",8,1
"ARCANJO NUNES DOS SANTOS","ARCANJO NUNES",4,1
"AURA MARIA MADUREIRA","AURA MADUREIRA",3,1
"AURINO FAGUNDES DOS SANTOS","SASSÁ",3,1
"BONIFACIO JOSE TAMM DE ANDRADA","BONIFÁCIO ANDRADA",8,1
"CARLOS AILTON MARTINS DA SILVA","CARLÃO DO PT",6,1
"CARLOS ALBERTO DE AVILA","CARLOS ÁVILA",8,1
"CARLOS ALBERTO PEREIRA","CARLOS ALBERTO PEREIRA",8,1
"CARLOS CARMO ANDRADE MELLES","CARLOS MELLES",8,1
"CARLOS DOMINGOS MOTA COELHO","CARLOS MOTA",8,1
"CARLOS MAGNO DE FREITAS","DR. CARLOS MAGNO",8,1
"CARLOS ORLANDI CHAGAS","CARLOS CHAGAS",8,1
"CARLOS ROCHA DIAS","ROCHA",5,1
"CARLOS WILLIAN DE SOUZA","CARLOS WILLIAN",8,1
"CELESTE ALFREDO FERNANDES","TIA CELESTE FERNANDES",8,1
"CELSO FERNANDES","CELSO FERNANDES",3,1
"CELSO MAXIMO DE OLIVEIRA","CELSOMAX",3,1
"CHANG SEON LIM","MESTRE LIM",6,1
"CIRO FRANCISCO PEDROSA","CIRO PEDROSA",8,1
"CLARETH NONATA SANTOS TEIXEIRA","PASTORA CLARETH TEIXEIRA",6,1
"CLAUDINEI VIEIRA DO CARMO","CLAUDINEI",7,1
"CLAUDIONEI NUNES NASCIMENTO","DR. CLAUDIONEI NUNES",8,1
"CLEBER DORCELINO DE SOUZA","CLEBER DORCELINO",5,1
"CLEUBER BRANDAO CARNEIRO","CLEUBER CARNEIRO",8,1
"CLAUDIA REGINA SANTOS DE ALMEIDA","CLÁUDIA",8,1
"CLOVIS APARECIDO NOGUEIRA","NEGA VEIA",3,1
"CRISTIANO CARVALHO DE ALMEIDA LIMA","CRISTIANO CARVALHO",8,1
"CUSTODIO ANTONIO DE MATTOS","CUSTÓDIO MATTOS",8,1
"DALMO DE ASSIS PEREIRA","ASSIS DO QUINCA PEREIRA",8,1
"DARCI ALVES DA SILVA","DARCI",8,1
"DAVI NIEMANN OTTONI","DAVI OTTONI",8,1
"DEMOSTENIS BARBOSA GARRETT","GARRETT",8,1
"DENILSON APARECIDO MARTINS","DENILSON MARTINS",8,1
"DEUSDETE ANTONIO DE CARVALHO","DEUSDETE ANTÔNIO DE CARVALHO",4,1
"DIJALMA CELESTINO DOS SANTOS","DIJALMA",4,1
"DILENE GUIMARAES DILEU","DILENE DILEU",8,1
"DIMAS TADEU RIBEIRO","DIMAS TADEU",8,1
"DIMAS WAGNER LAMOUNIER","DIMAS LAMOUNIER",8,1
"DJALMA JOSE BOIS","DJALMA JOSÉ BOIS",8,1
"DOMINGOS FRANCISCO DE CASTRO","DOMINGOS DE CASTRO",4,1
"EDMAR BATISTA MOREIRA","EDMAR MOREIRA",8,1
"EDNA SARMENTO BARROS","EDNA SARMENTO",7,1
"EDSON MOREIRA DA SILVA","EDSON GARGANTA",4,1
"EDSON PAULINO CORDEIRO","EDSON PAULINO",8,1
"EDUARDO DA SILVA","EDUARDO DA RÁDIO",7,1
"EDUARDO DOS SANTOS PORCINO","EDUARDO D´OXOSSI",6,1
"EDUARDO LUIZ BARROS BARBOSA","EDUARDO BARBOSA",8,1
"EDUARDO PRATES OCTAVIANI BERNIS","EDUARDO BERNIS",8,1
"EDUARDO REALINO DA SILVA","DU DA CAIXA",4,1
"EDVALDO BAIAO ALBINO","VADINHO BAIÃO",8,1
"ELIANA DE OLIVEIRA LEAL","ELIANA LEAL",6,1
"ELIAS RAMOS SOARES","ELIAS GALDINO",6,1
"ELIEL PASSOS BARRETO","ELIEL BARRETO VOCÊ ME CONHECE",5,1
"ELISABETH FRANCA MERELIM","ELISABETH MERELIM",8,1
"ELISETE INACIO DOS SANTOS","ELIFAZ",8,1
"ELISMAR FERNANDES PRADO","ELISMAR PRADO",8,1
"ESDRAS JUVENAL DE QUEIROZ","ESDRAS QUEIROZ",8,1
"EUCLIDES RODRIGUES DOS SANTOS","EUCLIDES EXPHERIMENTA",7,1
"EUGENIO GININHO VILELA","EUGENIO VILELA",4,1
"EUGENIO JOSE DE MAGALHAES","EUGÊNIO MAGALHÃES",5,1
"EUSTACHIO REGATTIERI","REGATTIERI",8,1
"EUSTAQUIO MARCONCINE BINI","EUSTÁQUIO BINI",8,1
"FELIPE NERY CAETANO MAIA","FELIPE RADICAL",7,1
"FERNANDO ALBERTO DINIZ","FERNANDO DINIZ",8,1
"FERNANDO EUSTAQUIO PEIXOTO DE MAGALHAES","FERNANDO MAGALHÃES",8,1
"FERNANDO FERRAZ REGO NEIVA","FERNANDO NEIVA",8,1
"FERNANDO PEREIRA GOMES NETO","DR. FERNANDO NETO",8,1
"FERNANDO REZENDE","FERNANDO REZENDE",8,1
"FRANCISCO CARLOS CHICO FERRAMENTA DELFINO","CHICO FERRAMENTA",6,1
"FRANCISCO GONCALVES FILHO","DR. FRANCISCO",8,1
"FABIO AUGUSTO RAMALHO DOS SANTOS","FABINHO LIDERANÇA",8,1
"FABIO PEREIRA DA SILVA","FÁBIO PERSI",6,1
"FATIMA ISABEL SANTOS E ALMEIDA","DRA. FÁTIMA SANTOS SUPER MÃE",8,1
"GEORGE HILTON DOS SANTOS CECILIO","GEORGE HILTON",7,1
"GERALDO DIAS LIMA","GERALDO DIAS",3,1
"GERALDO EDIBERTO FERNANDES","GERALDO EDIBERTO",8,1
"GERALDO FELIX DE JESUS","GERALDO FELIX",8,1
"GERALDO PAZ DE OLIVEIRA","GERALDO PAZ DE OLIVEIRA",5,1
"GERALDO THADEU PEDREIRA DOS SANTOS","GERALDO THADEU",8,1
"GERCILIO DE SOUSA OLIVEIRA","GERCILIO APACHE",6,1
"GERSON FRAGOSO PATRICIO","ZÉ NINGUÉM",4,1
"GILMAR ALVES MACHADO","GILMAR MACHADO",8,1
"GILMAR FERREIRA RODRIGUES","GILMAR RODRIGUES",8,1
"GILSON DIAS DOS REIS","GILSON REIS",3,1
"GODOFREDO MARCIO ALEIXO","GODOFREDO",3,1
"GUSTAVO HENRIQUE PRANDINI DE ASSIS","GUSTAVO PRANDINI",8,1
"HAROLDO DARTAGNAN DE CARVALHO","HAROLDO DARTAGNAN",8,1
"HELCIO VERRI","HELCIO VERRI",6,1
"HELENO DE SOUZA ARAUJO","DR. HELENO",8,1
"HELENO MAIA SANTOS MARQUES DO NASCIMENTO","HELENO MAIA",6,1
"HERCULANO ANGHINETTI","HERCULANO",8,1
"HUMBERTO GUIMARAES SOUTO","HUMBERTO SOUTO",8,1
"HUMBERTO OTAVIANO ELOI","HUMBERTO ELOI",8,1
"ISAIAS SILVESTRE","ISAIAS SILVESTRE",6,1
"ITAMAR JOSE DE OLIVEIRA","ITAMAR",8,1
"ITAMAR VASCONCELLOS DIAS","ITAMAR DO GALO",8,1
"ITAMAURY TELES DE OLIVEIRA","ITAMAURY TELES",8,1
"IVANE APARECIDO DE SOUZA","VALDIR DO BIGODE",4,1
"IVO JOSE DA SILVA","IVO JOSÉ",7,1
"JADER JOSE DE CARVALHO","JADER CARVALHO",8,1
"JAIME MARTINS FILHO","JAIMINHO MARTINS",8,1
"JAIME OROZIMBO RIBEIRO DOS SANTOS","JAIME RIBEIRO",8,1
"JAIR ANTONIO DA SILVA JUNIOR","JAIRZINHO",4,1
"JAIRO ATAIDE VIEIRA","JAIRO ATAIDE",8,1
"JAQUELINE MARGARETE SILVA","JAQUELINE MARGARETE",6,1
"JAREDE GONCALVES DOS SANTOS","PASTOR JAREDE",5,1
"JESUS CAMPOS DE TOLEDO","ENGENHEIRO JESUS",8,1
"JESUS MARIO DE ALMEIDA LIMA","JESUS LIMA",8,1
"JOANA MARIA DA SILVA DE SOUSA","JOANA DA PREFEITURA",6,1
"JOAO LUCIO MAGALHAES BIFANO","JOAO MAGALHAES",5,1
"JORGE ANDRE SOUZA PERIQUITO","JORGE PERIQUITO",7,1
"JORGE CAPANEMA","JORGE CAPANEMA",7,1
"JORGE CARONE FILHO","JORGE CARONE",8,1
"JORGE EDER DOS SANTOS CORDEIRO","MAJOR CORDEIRO",8,1
"JORGE MIGUEL DE OLIVEIRA BERREILHO","MIGUEL BERREILHO",6,1
"JORGE WAGNER RIBEIRO BARBOSA","JORGE WAGNER",8,1
"JOSE CARLOS PEREIRA DA SILVA","ZÉ CARLOS",3,1
"JOSE CESAR DE MEDEIROS","CESAR MEDEIROS",8,1
"JOSE EUSTAQUIO DE FREITAS","JOSE EUSTAQUIO",6,1
"JOSE FERNANDO APARECIDO DE OLIVEIRA","ZÉ FERNANDO",8,1
"JOSE ALTAIR DUARTE","ALTAIR DUARTE",3,1
"JOSE BATISTA ARAUJO","ZICO",6,1
"JOSE BATISTA NETO","BATISTA",6,1
"JOSE BERDIANO DA SILVA","JOSÉ BERDIANO",4,1
"JOSE CARLOS DA SILVA","ZÉ COADOR",6,1
"JOSE CARLOS OLIVEIRA MARQUES","JOSE CARLOS OLIVEIRA MARQUES",6,1
"JOSE DE CASTRO PENA","JPENA",6,1
"JOSE DE PAULA FILHO","CAPITÃO DE PAULA",8,1
"JOSE DONIZETI COELHO DE MELLO","JOSE DONIZETTI  JD",7,1
"JOSE EDUARDO VIEIRA MORAIS","EDUARDO MORAIS",8,1
"JOSE EURIPEDES VALENTIM FRANKLIN","JOSÉ FRANKLIN",6,1
"JOSE FRANCISCO MARQUES RIBEIRO","CHICO MARQUES",8,1
"JOSE GOMES SOBRINHO","JOSÉ GOMES",6,1
"JOSE HAMILTON LOMEU DE PAIVA","JOSÉ HAMILTON",8,1
"JOSE HUMBERTO DA SILVA HENRIQUES","DR. JOSÉ HUMBERTO",8,1
"JOSE HUMBERTO SOARES","JOSÉ HUMBERTO",8,1
"JOSE KENNEDY CUNHA LIMA","TIM",4,1
"JOSE LUIZ AUGUSTO","PROFESSOR JOSÉ LUIZ",8,1
"JOSE MARIA DE SOUZA","ZÉ MARIA",6,1
"JOSE MARIA NUNES","DR. JOSÉ MARIA DO PA",7,1
"JOSE MAURICIO DE OLIVEIRA","MAURÍCIO MAJOR",8,1
"JOSE MIGUEL DOS SANTOS","JOSÉ MIGUEL DOS SANTOS",6,1
"JOSE MIGUEL MARTINI","MIGUEL MARTINI",8,1
"JOSE MILITAO COSTA","JOSÉ MILITÃO",8,1
"JOSE MILTON DE CARVALHO ROCHA","JOSÉ MILTON",8,1
"JOSE ROBERTO MARCELINO","JOSÉ ROBERTO",8,1
"JOSE SANTANA DE VASCONCELLOS MOREIRA","JOSÉ SANTANA",8,1
"JOSE SARAIVA FELIPE","SARAIVA FELIPE",8,1
"JOSE SILVESTRE DE AVELAR","SILVESTRE",4,1
"JOSE TARCISIO CAIXETA","TARCÍSIO CAIXETA",8,1
"JOSE TEODORO DA SILVA","TEODORO",7,1
"JOAO BITTAR JUNIOR","JOÃO BITTAR",7,1
"JOAO MAGNO DE MOURA","JOÃO MAGNO",8,1
"JOAO PAULO GOMES DA SILVA","JOÃO PAULO",8,1
"JULIO CESAR DELGADO","JULIO DELGADO",8,1
"JULIO CESAR GOMES DOS SANTOS","CABO JULIO",6,1
"JUSCELINO DE OLIVEIRA FERNANDES","JUSCELINO",6,1
"JUSTINO CARVALHO NETO","JUSTINO CARVALHO",8,1
"JUVENIL ALVES FERREIRA FILHO","JUVENIL ALVES",8,1
"JUVENIL DO NASCIMENTO","JUVENIL DO NASCIMENTO",6,1
"JANIO PAULO DA SILVA","JÂNIO PAULO",4,1
"JULIO CESAR CARDOSO","CABO JÚLIO CÉSAR",5,1
"KARUAN SCHITTINI DA SILVA","KARUAN SCHITTINI",8,1
"LAEL VIEIRA VARELLA","LAEL VARELLA",6,1
"LAIR FERREIRA DE FREITAS","FREITAS NOBRE",8,1
"LEANDRO RABELO ACAYABA DE REZENDE","LEANDRO ACAYABA",8,1
"LEONARDO BERNARDO BRAZ DA CUNHA","LEONARDO CUNHA",6,1
"LEONARDO JOSE DE MATTOS","LEONARDO MATTOS",8,1
"LEONARDO LEMOS BARROS QUINTAO","LEONARDO QUINTÃO",8,1
"LEVY PIRES CHAGAS","LEVY PIRES",6,1
"LINCOLN DINIZ PORTELA","LINCOLN PORTELA",8,1
"LUCAS ANTONIO DE MORAIS","LUCAS MORAIS",6,1
"LUCIA ROBERTO ALELUIA PRADO","LUCINHA ALELUIA",6,1
"LUCIANO VILARINO CALDEIRA","LUCIANO VILARINO CALDEIRA",6,1
"LUIS CARLOS DE OLIVEIRA","PROF. TECO",8,1
"LUIS DO NASCIMENTO","LUISINHO CORREDOR",6,1
"LUISMAR ALVES DE OLIVEIRA","LUISMAR OLIVEIRA",6,1
"LUIZ ALBERTO MOREIRA GUILHERMINO","KAKA GUILHERMINO",8,1
"LUIZ ANTONIO DA SILVA","LUIZ ANTÔNIO",6,1
"LUIZ CARLOS DA SILVA","LUIZ CARLOS PRECATA",5,1
"LUIZ CARLOS MUNHOZ MEIRA","MUNHOZ",8,1
"LUIZ CARLOS PEREIRA","LUIZÃO PEREIRA",8,1
"LUIZ CARLOS SILVA DA CUNHA","LUIZ CARLOS",8,1
"LUIZ CARLOS TELES BARRETO","TELES",8,1
"LUIZ FERNANDO RAMOS FARIA","LUIZ FERNANDO",8,1
"LUZIA REGINA DE OLIVEIRA DOMINGUES","REGINA OLIVEIRA",8,1
"LUIZ ANTONIO GONCALVES","CHINA",6,1
"LUCIA VIEIRA DA CRUZ","LÚCIA DA CEMIG",8,1
"MAGNO NEWTON LUIZ FRANCO","MAGNO FRANCO",7,1
"MANOEL GERMANIO DE BARROS","MANOEL DE BARROS",4,1
"MANOEL MATTA MACHADO FERNANDES DIAS","MANOEL MATTA MACHADO",8,1
"MANOEL NERES DA SILVA FILHO","MANOEL NERES",4,1
"MARCELLO LIGNANI SIQUEIRA","MARCELLO SIQUEIRA",8,1
"MARCELO HENRIQUE DORNELES","MARCELO DORNELES",8,1
"MARCIO ALMEIDA PASSOS","MARCIO PASSOS",7,1
"MARCIO REINALDO DIAS MOREIRA","MARCIO REINALDO",8,1
"MARCIO RODRIGUES CORDEIRO","ZOI",3,1
"MARCO ANTONIO REIS CARVALHO","DR. MARCO ANTONIO",8,1
"MARCO ANTONIO NASIASENO OLIVEIRA","MARCO ANTÔNIO MARCÃO",5,1
"MARCOS ANTONIO ALVES PENIDO","MARCOS PENIDO",8,1
"MARCOS ANTONIO DA SILVA","MARQUINHOS",3,1
"MARCOS ARAUJO DE OLIVEIRA","MARCOS ARAUJO",6,1
"MARCOS GUIMARAES DE CERQUEIRA LIMA","MARCOS LIMA",8,1
"MARCOS MONTES CORDEIRO","MARCOS MONTES",8,1
"MARCOS ROBERTO ALVES DA SILVA","PROFESSOR MARCOS ROBERTO",8,1
"MARCOS VILLELA DE SANT'ANNA","MARCOS SANT'ANNA",8,1
"MARIA ANETE MOREIRA","ANETE MOREIRA",4,1
"MARIA DA CONCEICAO SALES","MARIA SALES",6,1
"MARIA DA GLORIA DOS SANTOS GOMES","GLORIA GOMES",8,1
"MARIA DE FATIMA TAVARES","FÁTIMA TAVARES",4,1
"MARIA DEL MAR FERRER JORDA POBLET","MARIMAR",8,1
"MARIA DO CARMO DURAES","MARIA DO CARMO",8,1
"MARIA DO CARMO LARA PERPETUO","MARIA DO CARMO LARA",8,1
"MARIA DO SOCORRO JO MORAES VIEIRA","JÔ MORAES",7,1
"MARIA HELENA GOMES","LENA GOMES",6,1
"MARIO ASSAD JUNIOR","MARIO ASSAD JUNIOR",8,1
"MARIO DE OLIVEIRA","PR MARIO DE OLIVEIRA",3,1
"MARLEI RODRIGUES","MARLEI RODRIGUES",8,1
"MAURICIO HENRIQUE MARTINS","MAURICIO DA COR E TOM",4,1
"MAURO JORGE DE PAULA BONFIM","MAURO BONFIM",8,1
"MAURO RIBEIRO LOPES","MAURO LOPES",8,1
"MAURICIO LEITE COSTA","CAP. MAURÍCIO COSTA",8,1
"MIGUEL CORREA DA SILVA JUNIOR","MIGUEL CORREA JR",8,1
"MILTON CAMILO LOPES","MILTON CAMILO",7,1
"MILTON DOS SANTOS NASCIMENTO","MILTON NASCIMENTO",8,1
"MILTON PASCOAL DA SILVA","MILTON PASCOAL",7,1
"MOACIR JOSE SIDO","MOACIR SIDÔ",4,1
"MOZART NUNES COELHO NETO","MOZART COELHO",8,1
"MARCIA APARECIDA SILVA","MÁRCIA SILVA",8,1
"MARCIO BAHIA DUTRA","MÁRCIO BAHIA",8,1
"MARIO DE LACERDA WERNECK NETO","MÁRIO WERNECK",8,1
"MARIO JORGE RIBEIRO DA SILVA","MÁRIO JORGE RIBEIRO",8,1
"MARIO LUCIO HERINGER","DR. MÁRIO HERINGER",8,1
"NARCIO RODRIGUES DA SILVEIRA","NARCIO RODRIGUES",7,1
"NELSON DA SILVA PEREIRA","NELSON PEREIRA",8,1
"NEMIAS DE SOUZA","SOUZA",6,1
"NESTOR RAMOS CUSTODIO","NESTOR RAMOS",7,1
"NEWTON MAHMED CHAIN LAUAR","PROFESSOR MAHMED",8,1
"NICOLINO PEREIRA DA SILVA","NICOLINO",6,1
"NILTON GATTI","NILTON GATTI",8,1
"NIVALDO RODRIGUES DA SILVA","DR. NIVALDO",8,1
"NORBERTO BITTENCOURT MURTA","NORBERTO MURTA",6,1
"OCIMAR BORGES MARTINS","OCIMAR BORGES MARTINS",8,1
"ODAIR JOSE DA CUNHA","ODAIR CUNHA",8,1
"OLAVO BILAC PINTO NETO","BILAC PINTO",8,1
"OLEGARIO AMARAL SOBRINHO","GAIO",4,1
"OSVALDO SAMUEL DOS SANTOS","OSVALDO DOS RODOVIÁRIOS",7,1
"OSWALDO DA SILVA VIEIRA","CAPITÃO OSWALDO",8,1
"OTAVIO MARCELO GUIMARAES","MARCELO GUIMARÃES",6,1
"PABLO HENRIQUE MONTEIRO","PABLO MONTEIRO",6,1
"PAULO ABI-ACKEL","PAULO ABI-ACKEL",8,1
"PAULO CEZAR ELIAZAR","PC DO CELULAR",6,1
"PAULO FEROLLA DA SILVA","FEROLLA",5,1
"PAULO GABRIEL GODINHO DELGADO","PAULO DELGADO",8,1
"PAULO GUSTAVO DIAS LOPES","PAULO LOPES",4,1
"PAULO PIAU NOGUEIRA","PAULO PIAU",8,1
"PAULO RUBEN VIEIRA GUEDES","PAULO GUEDES",6,1
"PEDRO ALVES DE ANDRADE","PEDRO ANDRADE",8,1
"PEDRO CORREA ALVARENGA BARROS","PEDRO ALVARENGA",4,1
"PEDRO PAULO FERNANDES PESSOA","PJ FERNANDES PESSOA",6,1
"RAFAEL RIBEIRO TEIXEIRA","DR. RAFAEL TEIXEIRA",8,1
"RAGOS OLIVEIRA DOS SANTOS","RAGOS OLIVEIRA",4,1
"RAIMUNDO FREIRE DE MOURA","RAIMUNDO FREIRE",4,1
"RAMON APARECIDO MARTINS DE MELO","RAMON MELO",6,1
"RAMON DE CARVALHO GUIMARAES","RAMON GUIMARÃES",8,1
"RANDOLFO JOSE BARBOSA","FICO",4,1
"RAULINA MARIA FERREIRA ADISSI","DRA. RAULINA MARIA ADISSI",8,1
"REGINALDO FERREIRA","REGINALDO",6,1
"REGINALDO LAZARO DE OLIVEIRA LOPES","REGINALDO LOPES",8,1
"RICARDO MAGRINI","RICARDO MAGRINI",4,1
"RICARDO SIQUEIRA CHAVES","RICARDO CHAVES",8,1
"RILDO XAVIER DE MORAIS","RILDO XAVIER RILDOX",6,1
"ROBERTO FERREIRA CHAVES","ROBERTO CHAVES",8,1
"ROBSON MATOS ESTEVES","DR. ROBSON",8,1
"RODRIGO BATISTA DE CASTRO","RODRIGO DE CASTRO",8,1
"RODRIGO VASCONCELOS DE ALMEIDA KABOJA","RODRIGO KABOJA",7,1
"ROGERIO CORREIA DE MOURA BAPTISTA","ROGERIO CORREIA",7,1
"ROMEU FERREIRA DE QUEIROZ","ROMEU QUEIROZ",8,1
"ROMILDO FERREIRA GOMES","ROMILDO FERREIRA",6,1
"ROMILTON ANTONIO DE FARIA","ROMILTON FARIA",8,1
"ROMULO CALIXTO MAGALHAES","SÓ ALEGRIA",6,1
"ROSANGELA DE SOUSA OLIVEIRA","ROSÂNGELA KASACA",8,1
"ROVILSON DE ASSIS PIMENTEL","CANJIQUINHA",6,1
"ROVILSON VENTURELLI","ROVILSON VENTURELLI",7,1
"ROZANA MARTINS DOS SANTOS","ROZANA MARTINS",6,1
"RUBEM NELSON DA SILVA ALVES","PASTOR RUBEM NELSON",6,1
"RUBEN DE SOUSA","RUBEN SOUSA",8,1
"RUY COSTA","RUY COSTA",8,1
"REGIS LEMOS JUNIOR","DR. RÉGIS",8,1
"ROMULO REGES COTA","RÔMULO COTA",3,1
"SAMUEL FERREIRA GOMES","SAMUEL GOMES",3,1
"SAULO RODRIGUES DA COSTA","CAPITÃO SAULO",8,1
"SEBASTIAO CAETANO DE ARAUJO","TIÃO DO BARREIRO",3,1
"SEBASTIAO VIEIRA CABRAL","CABRAL",4,1
"SEBASTIAO WELLINGTON PIMENTA DE FIGUEIREDO","SEBASTIÃO PIMENTA",8,1
"SILAS BRASILEIRO","SILAS BRASILEIRO",6,1
"SILVANA PAULA SOUZA VIANA","SILVANA PAULA",6,1
"SILVIO OLIVEIRA DE ANDRADE","SILVIO ANDRADE",8,1
"SINVAL RODRIGUES DA SILVA","CABO SINVAL",6,1
"STEFAN BOGDAN SALEJ","SALEJ",8,2
"SUMARA APARECIDA GUILHERME FERREIRA","SUMARA APARECIDA",8,1
"SUMARA OLIVEIRA RIBEIRO","SUMARA",7,1
"SWAVILLY VIVICANANDA SALGADO","DR. SWAVILLY",8,1
"SERGIO LUIZ STAINO FERRARA","SÉRGIO FERRARA",7,1
"SERGIO MIRANDA DE MATOS BRITO","SÉRGIO MIRANDA",7,1
"TADEU DE MOURA GOMES","DELEGADO TADEU MOURA",8,1
"TADEU MARIANO CARDOSO","TADEU MARIANO",6,1
"TEREZINHA GUNDIM BIAGI","TÊCA",6,1
"TANIA MARIA DE CASTRO","TANIA DE CASTRO",3,1
"TULIO SERGIO GAMBOGI COSTA","TÚLIO GAMBOGI",8,1
"UELINTON DE OLIVEIRA FREITAS","BAIXINHO",4,1
"VALERIO DIAS DE OLIVEIRA","VALÉRIO DIAS",6,1
"VANDERLEI LOURENCO FRANCISCO","VANDERLEI",8,1
"VENICIO ROCHA","VINICIUS ROCHA",6,1
"VICENTE DINAERTI CARVALHO","DINAERTI CARVALHO",6,1
"VIRGILIO GUIMARAES DE PAULA","VIRGÍLIO GUIMARÃES",8,1
"VITOR DO CARMO CARNEIRO","VÍTOR CARNEIRO",8,1
"WALTER BALDOINO NUNES","WALTINHO CARABINA",4,1
"WALTER FERREIRA DE ASSIS","WALTER FERREIRA DE ASSIS",3,1
"WANNE VIEIRA AMARAL","VÂNIO AMARAL",8,1
"WASHINGTON RODRIGUES TEIXEIRA","WASHINGTON RODRIGUES",8,1
"WILLIAN GOMES EUGENIO","WILLIAN EUGENIO",6,1
"WILMAR FERREIRA DA SILVA","CAPITÃO WILMAR",8,1
"WILSON CALIXTO NOGUEIRA","WILSON CALIXTO",4,1
"ZENI FRANCISCA DA SILVA","TIA ZENI",7,1
"ENIO CESAR CESILIO","ÊNIO TÁTICO",6,1
"ADA MARIA NOGUEIRA DA SILVA","ADA",3,1
"ALEXANDRE PEREIRA DE ANDRADE","ALEXANDRE DE OXUM",4,1
"ANTONIO FERREIRA DA CRUZ FILHO","DR.ANTONIO CRUZ",8,1
"ANTONIO JULIANO DE BARROS","DR. JULIANO",8,1
"ANTONIO ROSA CABRAL","ANTÔNIO CABRAL",7,1
"CLAUDIA REGINA PESSOA RODRIGUES","REGINA",8,1
"CLEUZA PEDROSA ODORICO CARDOSO","CLEUZINHA",6,1
"DAGOBERTO NOGUEIRA FILHO","DAGOBERTO NOGUEIRA",8,1
"ELIZABETH FELIX DA SILVA CARVALHO","BETH FELIX",8,1
"ENELVO IRADI FELINI","ENELVO",7,1
"ERISVALDO BATISTA AJALA","PROFESSOR ERISVALDO",7,1
"FREDERICO PENNA","FREDERICO PENNA",8,1
"GERALDO RESENDE PEREIRA","GERALDO RESENDE",8,1
"IARA GUTIERREZ CUELLAR","PROFESSORA IARA",8,1
"JOHNNY GUERRA GAI","JOHNNY GUERRA GAI",8,1
